Year,Semester,World_region,Country,Administrative_Division,Disease,Serotype_Subtype_Genotype,Animal_Category,Species,Outbreak_id,New_outbreaks,Susceptible,Cases,Killed_and_disposed_of,Slaughtered,Deaths,Vaccinated
2019,Jan-Jun 2019,Asia,India,Orissa,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Both animal categories,-,-,1,-,-,-,-,-,-
2019,Jan-Jun 2019,Asia,India,Orissa,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Indian Pond Heron,-,-,-,1,0,0,1,-
2019,Jan-Jun 2019,Asia,Indonesia,Bali,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,19,-,-,-,-,-,-
2019,Jan-Jun 2019,Asia,Indonesia,Bali,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,-,"2,000",-,-,"2,000",-
2019,Jan-Jun 2019,Asia,Indonesia,Banten,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,3,-,-,-,-,-,-
2019,Jan-Jun 2019,Asia,Indonesia,Banten,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,-,"4,115",-,-,"4,115",-
2019,Jan-Jun 2019,Asia,Indonesia,Bengkulu,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,1,-,-,-,-,-,-
2019,Jan-Jun 2019,Asia,Indonesia,Bengkulu,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,50,3,-,-,3,-
2019,Jan-Jun 2019,Asia,Indonesia,Di Yogyakarta,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,4,-,-,-,-,-,-
2019,Jan-Jun 2019,Asia,Indonesia,Di Yogyakarta,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,48,53,-,-,53,-
2019,Jan-Jun 2019,Asia,Indonesia,Jawa Barat,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,6,-,-,-,-,-,-
2019,Jan-Jun 2019,Asia,Indonesia,Jawa Barat,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,-,10,-,-,9,-
2019,Jan-Jun 2019,Asia,Indonesia,Jawa Tengah,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,8,-,-,-,-,-,-
2019,Jan-Jun 2019,Asia,Indonesia,Jawa Tengah,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,-,"11,001",-,-,"11,001",-
2019,Jan-Jun 2019,Asia,Indonesia,Jawa Timur,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,45,-,-,-,-,-,-
2019,Jan-Jun 2019,Asia,Indonesia,Jawa Timur,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,"1,103",560,-,-,560,-
2019,Jan-Jun 2019,Asia,Indonesia,Kalimantan Tengah,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,1,-,-,-,-,-,-
2019,Jan-Jun 2019,Asia,Indonesia,Kalimantan Tengah,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,-,72,-,-,72,-
2019,Jan-Jun 2019,Asia,Indonesia,Lampung,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,4,-,-,-,-,-,-
2019,Jan-Jun 2019,Asia,Indonesia,Lampung,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,205,15,-,-,15,-
2019,Jan-Jun 2019,Asia,Indonesia,Riau,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,4,-,-,-,-,-,-
2019,Jan-Jun 2019,Asia,Indonesia,Riau,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,-,4,-,-,4,-
2019,Jan-Jun 2019,Asia,Indonesia,Sulawesi Selatan,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,21,-,-,-,-,-,-
2019,Jan-Jun 2019,Asia,Indonesia,Sulawesi Selatan,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,-,"5,483",-,-,"5,483",-
2019,Jan-Jun 2019,Asia,Indonesia,Sulawesi Tenggara,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,6,-,-,-,-,-,-
2019,Jan-Jun 2019,Asia,Indonesia,Sulawesi Tenggara,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,-,188,-,-,188,-
2019,Jan-Jun 2019,Asia,Indonesia,Sumatera Barat,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,2,-,-,-,-,-,-
2019,Jan-Jun 2019,Asia,Indonesia,Sumatera Barat,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,-,"2,005",-,-,"2,005",-
2019,Jan-Jun 2019,Asia,Indonesia,Sumatera Selatan,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,3,-,-,-,-,-,-
2019,Jan-Jun 2019,Asia,Indonesia,Sumatera Selatan,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,-,340,-,-,340,-
2019,Jan-Jun 2019,Asia,Indonesia,Sumatera Utara,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,3,-,-,-,-,-,-
2019,Jan-Jun 2019,Asia,Indonesia,Sumatera Utara,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,-,44,-,-,44,-
2019,Jan-Jun 2019,Asia,Iran,East Azarbayejan,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Both animal categories,-,-,2,-,-,-,-,-,-
2019,Jan-Jun 2019,Asia,Iran,East Azarbayejan,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Domestic,Birds,-,-,"65,031","65,031","64,743",0,288,-
2019,Jan-Jun 2019,Asia,Iran,Gilan,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Both animal categories,-,-,1,-,-,-,-,-,-
2019,Jan-Jun 2019,Asia,Iran,Gilan,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Domestic,Birds,-,-,315,315,291,0,24,-
2019,Jan-Jun 2019,Asia,Iran,Qom,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Both animal categories,-,-,1,-,-,-,-,-,-
2019,Jan-Jun 2019,Asia,Iran,Qom,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Domestic,Birds,-,-,"12,138","12,138","4,138",0,"8,000",-
2019,Jan-Jun 2019,Asia,Iran,Tehran,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Both animal categories,-,-,1,-,-,-,-,-,-
2019,Jan-Jun 2019,Asia,Iran,Tehran,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Domestic,Birds,-,-,"10,000","10,000","6,000",0,"4,000",-
2019,Jan-Jun 2019,Asia,Iran,West Azarbayejan,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Both animal categories,-,-,2,-,-,-,-,-,-
2019,Jan-Jun 2019,Asia,Iran,West Azarbayejan,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Domestic,Birds,-,-,"1,236","1,236","1,075",0,161,-
2019,Jan-Jun 2019,Asia,Iran,Zanjan,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Both animal categories,-,-,1,-,-,-,-,-,-
2019,Jan-Jun 2019,Asia,Iran,Zanjan,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Domestic,Birds,-,-,823,823,798,0,25,-
2019,Jan-Jun 2019,Asia,Iraq,Basrah,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Both animal categories,-,-,1,-,-,-,-,-,-
2019,Jan-Jun 2019,Asia,Iraq,Basrah,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Domestic,Birds,-,-,"5,000","5,000","3,000",0,"2,000",-
2019,Jan-Jun 2019,Asia,Israel,Hazafon,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Both animal categories,-,-,1,-,-,-,-,-,-
2019,Jan-Jun 2019,Asia,Israel,Hazafon,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Domestic,Birds,-,-,"13,500",350,"13,300",0,200,-
2019,Jan-Jun 2019,Asia,Kuwait,Al Farwaniyah,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Both animal categories,-,-,1,-,-,-,-,-,-
2019,Jan-Jun 2019,Asia,Kuwait,Al Farwaniyah,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Domestic,Birds,-,-,"14,060",8,"14,052",0,8,-
2019,Jan-Jun 2019,Asia,Nepal,Bagmati,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,8,-,-,-,-,-,-
2019,Jan-Jun 2019,Asia,Nepal,Bagmati,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,"49,841","7,158","42,194",0,"7,158",-
2019,Jan-Jun 2019,Asia,Nepal,Bagmati,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),-,Both animal categories,-,-,1,-,-,-,-,-,-
2019,Jan-Jun 2019,Asia,Nepal,Bagmati,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),-,Wild,House Crow,-,-,-,200,0,0,200,-
2019,Jan-Jun 2019,Asia,Nepal,Gandaki,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,1,-,-,-,-,-,-
2019,Jan-Jun 2019,Asia,Nepal,Gandaki,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,100,23,77,0,23,-
2019,Jan-Jun 2019,Asia,Nepal,Koshi,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,2,-,-,-,-,-,-
2019,Jan-Jun 2019,Asia,Nepal,Koshi,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,"5,978","3,192","2,786",0,"3,192",-
2019,Jan-Jun 2019,Asia,Nepal,Lumbini,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,1,-,-,-,-,-,-
2019,Jan-Jun 2019,Asia,Nepal,Lumbini,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,271,25,246,0,25,-
2019,Jan-Jun 2019,Asia,Nepal,Narayani,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,1,-,-,-,-,-,-
2019,Jan-Jun 2019,Asia,Nepal,Narayani,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,"50,894","9,769","41,125",0,"9,769",-
2019,Jan-Jun 2019,Asia,Pakistan,Islamabad Capital Territory,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Both animal categories,-,-,2,-,-,-,-,-,-
2019,Jan-Jun 2019,Asia,Pakistan,Islamabad Capital Territory,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Common Guineafowl,-,-,8,6,2,0,6,0
2019,Jan-Jun 2019,Asia,Pakistan,Islamabad Capital Territory,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Coscoroba Swan,-,-,50,50,0,0,50,0
2019,Jan-Jun 2019,Asia,Pakistan,Islamabad Capital Territory,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,House Crow,-,-,-,1,0,0,1,-
2019,Jan-Jun 2019,Asia,Pakistan,Islamabad Capital Territory,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Mallard,-,-,10,7,3,0,7,0
2019,Jan-Jun 2019,Asia,Vietnam,Hau Giang,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,2,-,-,-,-,-,-
2019,Jan-Jun 2019,Asia,Vietnam,Hau Giang,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,"2,240",-,"2,240",0,-,-
2019,Jan-Jun 2019,Asia,Vietnam,Quang Nam,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N6,Both animal categories,-,-,2,-,-,-,-,-,-
2019,Jan-Jun 2019,Asia,Vietnam,Quang Nam,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N6,Domestic,Birds,-,-,"7,600","2,700","7,600",0,-,-
2019,Jan-Jun 2019,Asia,Vietnam,Thai Binh,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N6,Both animal categories,-,-,2,-,-,-,-,-,-
2019,Jan-Jun 2019,Asia,Vietnam,Thai Binh,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N6,Domestic,Birds,-,-,"2,000","2,000","1,930",0,70,-
2019,Jan-Jun 2019,Europe,Bulgaria,Lovec,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5,Both animal categories,-,-,2,-,-,-,-,-,-
2019,Jan-Jun 2019,Europe,Bulgaria,Lovec,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5,Domestic,Birds,-,-,"4,600",40,"4,600",0,0,-
2019,Jan-Jun 2019,Europe,Bulgaria,Plovdiv,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Both animal categories,-,-,3,-,-,-,-,-,-
2019,Jan-Jun 2019,Europe,Bulgaria,Plovdiv,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Domestic,Birds,-,-,"203,787",635,"203,152",0,635,-
2019,Jan-Jun 2019,Europe,Denmark,East,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),-,Both animal categories,-,-,1,-,-,-,-,-,-
2019,Jan-Jun 2019,Europe,Denmark,East,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),-,Wild,Eurasian buzzard (common buzzard),-,-,-,1,0,0,1,0
2019,Jan-Jun 2019,Europe,Russia,Rostovskaya Oblast,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5,Both animal categories,-,-,2,-,-,-,-,-,-
2019,Jan-Jun 2019,Europe,Russia,Rostovskaya Oblast,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5,Domestic,Birds,-,-,"33,388","11,540","21,848",0,"11,540",-
2019,Jul-Dec 2019,Africa,Egypt,Ad Daqahliyah,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Both animal categories,-,-,1,-,-,-,-,-,-
2019,Jul-Dec 2019,Africa,Egypt,Ad Daqahliyah,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Domestic,Birds,-,-,6,4,4,0,2,"269,940"
2019,Jul-Dec 2019,Africa,Egypt,Al Fayyum,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Both animal categories,-,-,1,-,-,-,-,-,-
2019,Jul-Dec 2019,Africa,Egypt,Al Fayyum,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Domestic,Birds,-,-,70,13,62,0,8,"71,685"
2019,Jul-Dec 2019,Africa,Egypt,Al Gharbiyah,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,2,-,-,-,-,-,-
2019,Jul-Dec 2019,Africa,Egypt,Al Gharbiyah,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,"3,005",283,"2,735",0,270,"14,674"
2019,Jul-Dec 2019,Africa,Egypt,Al Isma'Iliyah,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,1,-,-,-,-,-,-
2019,Jul-Dec 2019,Africa,Egypt,Al Isma'Iliyah,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,45,10,38,0,7,"91,500"
2019,Jul-Dec 2019,Africa,Egypt,Al Jizah,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,1,-,-,-,-,-,-
2019,Jul-Dec 2019,Africa,Egypt,Al Jizah,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,3,2,2,0,1,"84,885"
2019,Jul-Dec 2019,Africa,Egypt,Al Jizah,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1;H5N8,Both animal categories,-,-,2,-,-,-,-,-,-
2019,Jul-Dec 2019,Africa,Egypt,Al Jizah,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1;H5N8,Domestic,Birds,-,-,"23,867",999,"22,890",0,977,"332,738"
2019,Jul-Dec 2019,Africa,Egypt,Al Minufiyah,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,1,-,-,-,-,-,-
2019,Jul-Dec 2019,Africa,Egypt,Al Minufiyah,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,"2,000",230,"1,780",0,220,"245,117"
2019,Jul-Dec 2019,Africa,Egypt,Al Minya,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Both animal categories,-,-,1,-,-,-,-,-,-
2019,Jul-Dec 2019,Africa,Egypt,Al Minya,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Domestic,Birds,-,-,76,13,67,0,9,"38,090"
2019,Jul-Dec 2019,Africa,Egypt,Al Qalyubiyah,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Both animal categories,-,-,1,-,-,-,-,-,-
2019,Jul-Dec 2019,Africa,Egypt,Al Qalyubiyah,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Domestic,Birds,-,-,"2,500",230,"2,280",0,220,"174,811"
2019,Jul-Dec 2019,Africa,Egypt,Aswan,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Both animal categories,-,-,2,-,-,-,-,-,-
2019,Jul-Dec 2019,Africa,Egypt,Aswan,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Domestic,Birds,-,-,627,62,573,0,54,"110,000"
2019,Jul-Dec 2019,Africa,Egypt,Asyut,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Both animal categories,-,-,2,-,-,-,-,-,-
2019,Jul-Dec 2019,Africa,Egypt,Asyut,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Domestic,Birds,-,-,"9,027",114,"8,926",0,101,"325,465"
2019,Jul-Dec 2019,Africa,Egypt,Qina,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Both animal categories,-,-,3,-,-,-,-,-,-
2019,Jul-Dec 2019,Africa,Egypt,Qina,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Domestic,Birds,-,-,48,17,38,0,10,"52,826"
2019,Jul-Dec 2019,Africa,Egypt,Suhaj,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,1,-,-,-,-,-,-
2019,Jul-Dec 2019,Africa,Egypt,Suhaj,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,"6,375",520,"5,865",0,510,"5,000"
2019,Jul-Dec 2019,Africa,South Africa,Northern Cape Province,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),-,Both animal categories,-,-,1,-,-,-,-,-,-
2019,Jul-Dec 2019,Africa,South Africa,Northern Cape Province,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),-,Wild,Egyptian Goose,-,-,-,12,0,0,0,-
2019,Jul-Dec 2019,Africa,South Africa,Western Cape Province,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Both animal categories,-,-,6,-,-,-,-,-,-
2019,Jul-Dec 2019,Africa,South Africa,Western Cape Province,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Domestic,Birds,-,-,"24,356",46,0,"6,448",0,-
2019,Jul-Dec 2019,Americas,Mexico,Guanajuato,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Both animal categories,-,-,1,-,-,-,-,-,-
2019,Jul-Dec 2019,Americas,Mexico,Guanajuato,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Domestic,Birds,-,-,20,5,16,0,4,0
2019,Jul-Dec 2019,Americas,Mexico,Jalisco,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Both animal categories,-,-,10,-,-,-,-,-,-
2019,Jul-Dec 2019,Americas,Mexico,Jalisco,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Domestic,Birds,-,-,"159,513","1,045","5,216",0,992,0
2019,Jul-Dec 2019,Americas,Mexico,Queretaro,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Both animal categories,-,-,3,-,-,-,-,-,-
2019,Jul-Dec 2019,Americas,Mexico,Queretaro,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Domestic,Birds,-,-,"594,119","10,015","415,681","174,163","4,275",0
2019,Jul-Dec 2019,Asia,China (People's Rep. of),Xinjiang,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N6,Both animal categories,-,-,1,-,-,-,-,-,-
2019,Jul-Dec 2019,Asia,China (People's Rep. of),Xinjiang,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N6,Wild,Mute Swan,-,-,75,9,-,-,9,-
2019,Jul-Dec 2019,Asia,Chinese Taipei,Changhua County,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N2,Both animal categories,-,-,10,-,-,-,-,-,-
2019,Jul-Dec 2019,Asia,Chinese Taipei,Changhua County,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N2,Domestic,Birds,-,-,"119,065","8,854","110,211",0,"8,854",-
2019,Jul-Dec 2019,Asia,Chinese Taipei,Chiayi County,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5,Both animal categories,-,-,1,-,-,-,-,-,-
2019,Jul-Dec 2019,Asia,Chinese Taipei,Chiayi County,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5,Domestic,Birds,-,-,"3,000","2,899",101,0,"2,899",-
2019,Jul-Dec 2019,Asia,Chinese Taipei,Chiayi County,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5;H5N2,Both animal categories,-,-,2,-,-,-,-,-,-
2019,Jul-Dec 2019,Asia,Chinese Taipei,Chiayi County,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5;H5N2,Domestic,Birds,-,-,"4,976","1,222","3,754",0,"1,222",-
2019,Jul-Dec 2019,Asia,Chinese Taipei,Chiayi County,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N2,Both animal categories,-,-,1,-,-,-,-,-,-
2019,Jul-Dec 2019,Asia,Chinese Taipei,Chiayi County,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N2,Domestic,Birds,-,-,"48,684","2,500","46,184",0,"2,500",-
2019,Jul-Dec 2019,Asia,Chinese Taipei,Kaohsiung City,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N5,Both animal categories,-,-,1,-,-,-,-,-,-
2019,Jul-Dec 2019,Asia,Chinese Taipei,Kaohsiung City,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N5,Domestic,Birds,-,-,"3,583",-,"3,583",0,0,-
2019,Jul-Dec 2019,Asia,Chinese Taipei,Pingtung County,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N2;H5N5,Both animal categories,-,-,3,-,-,-,-,-,-
2019,Jul-Dec 2019,Asia,Chinese Taipei,Pingtung County,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N2;H5N5,Domestic,Birds,-,-,"24,478",789,"23,689",0,789,-
2019,Jul-Dec 2019,Asia,Chinese Taipei,Pingtung County,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N5,Both animal categories,-,-,1,-,-,-,-,-,-
2019,Jul-Dec 2019,Asia,Chinese Taipei,Pingtung County,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N5,Domestic,Birds,-,-,"18,018","1,708","16,310",0,"1,708",-
2019,Jul-Dec 2019,Asia,Chinese Taipei,Tainan City,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N2;H5N5,Both animal categories,-,-,2,-,-,-,-,-,-
2019,Jul-Dec 2019,Asia,Chinese Taipei,Tainan City,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N2;H5N5,Domestic,Birds,-,-,"25,664","4,111","21,553",0,"4,111",-
2019,Jul-Dec 2019,Asia,Chinese Taipei,Taipei City,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N2,Both animal categories,-,-,4,-,-,-,-,-,-
2019,Jul-Dec 2019,Asia,Chinese Taipei,Taipei City,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N2,Domestic,Birds,-,-,102,7,102,0,0,-
2019,Jul-Dec 2019,Asia,Chinese Taipei,Taipei City,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N2;H5N5,Both animal categories,-,-,8,-,-,-,-,-,-
2019,Jul-Dec 2019,Asia,Chinese Taipei,Taipei City,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N2;H5N5,Domestic,Birds,-,-,206,23,206,0,0,-
2019,Jul-Dec 2019,Asia,Chinese Taipei,Yunlin County,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5;H5N2;H5N5,Both animal categories,-,-,6,-,-,-,-,-,-
2019,Jul-Dec 2019,Asia,Chinese Taipei,Yunlin County,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5;H5N2;H5N5,Domestic,Birds,-,-,"60,712","4,913","55,799",0,"4,913",-
2019,Jul-Dec 2019,Asia,Chinese Taipei,Yunlin County,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N2,Both animal categories,-,-,25,-,-,-,-,-,-
2019,Jul-Dec 2019,Asia,Chinese Taipei,Yunlin County,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N2,Domestic,Birds,-,-,"279,107","18,078","261,029",0,"18,078",-
2019,Jul-Dec 2019,Asia,India,Baikunthpur,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,69129,1,"21,060","5,634","15,426",0,"5,634",-
2019,Jul-Dec 2019,Asia,Indonesia,Banten,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,15,-,-,-,-,-,-
2019,Jul-Dec 2019,Asia,Indonesia,Banten,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,-,298,-,-,293,"2,369"
2019,Jul-Dec 2019,Asia,Indonesia,Di Yogyakarta,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,50,-,-,-,-,-,-
2019,Jul-Dec 2019,Asia,Indonesia,Di Yogyakarta,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,-,"4,110",-,-,"4,110",-
2019,Jul-Dec 2019,Asia,Indonesia,Jawa Barat,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,6,-,-,-,-,-,-
